video_id,video_timestamp,video_duration,video_locationcreated,video_diggcount,video_sharecount,video_commentcount,video_playcount,video_description,video_is_ad,video_stickers,author_username,author_name,author_followercount,author_followingcount,author_heartcount,author_videocount,author_diggcount,author_verified,poi_name,poi_address,poi_city
7611643246992772374,2026-02-27T20:23:21,54,US,3310,58,215,69700,iPhone 13 #apple #iphone13 #tech #phone #tiktokusa ,False,,tech.black01,Tech.black01,7800,3,293800,142,6,False,,,
7578063306062056722,2025-11-29T08:36:01,21,MA,43,4,6,4533,iPhone 13?!??!,False,antutu 1.3m v10;geekbench 6 ;single core ;17783;gpu;2214;multi core ;5239;price:300$;0/10;chipset ;os;display ;battery ;camera ;build ;nanoreview score:70/100;8/10,possc0,redmi 14c not tech🥀,542,1349,11500,100,3262,False,,,
7435211540862618936,2024-11-09T09:38:21,12,ID,2311,286,175,461100,spekfikasi iphone 13🔥🔥🔥 #apple#iphone#iphone13#gadget#fypシ゚#viral ,False,"SPEKFIKASI
IPHONE 13",bilzz_gadget,『𝐏𝐓𝐙』BILIZ EDITZ,3437,3023,375800,71,61400,False,,,
7608326736043871496,2026-02-18T21:53:37,61,PE,5846,169,80,146300,Apple iPhone 13: ¿Vale la pena en 2026? #iPhone13 #Apple #Tecnologia #Celular #Smartphone ,False,,tecnopedico,tecnopedico,180800,159,6800000,768,4166,False,,,
