video_id,video_timestamp,video_duration,video_locationcreated,video_diggcount,video_sharecount,video_commentcount,video_playcount,video_description,video_is_ad,video_stickers,author_username,author_name,author_followercount,author_followingcount,author_heartcount,author_videocount,author_diggcount,author_verified,poi_name,poi_address,poi_city
7560811020181130507,2025-10-14T01:30:00,178,MX,207600,6571,1212,3400000,iPhone 17 | Vistazo rápido #celulares #smartphones #smartwatch #android #tecnologia #review #unboxings #isamarcial #vistazorapido #apple #ios #iPhone17,False,,isa_marcial,Isa Marcial,5200000,239,233000000,2118,576,True,,,
