video_id,video_timestamp,video_duration,video_locationcreated,video_diggcount,video_sharecount,video_commentcount,video_playcount,video_description,video_is_ad,video_stickers,author_username,author_name,author_followercount,author_followingcount,author_heartcount,author_videocount,author_diggcount,author_verified,poi_name,poi_address,poi_city
7545402328141106454,2025-09-02T08:14:50,15,NG,3413,224,122,223100,"Replying to @appleuser36868408  *iPhone 15 – Simpler, Smarter, Sleeker 🍎📱* 📱 *Display*: 6.1"" Super Retina XDR OLED, 60Hz   ⚙️ *Chipset*: Apple A16 Bionic – fast & efficient   🧠 *RAM*: 6GB   💾 *Storage*: 128GB / 256GB / 512GB   📸 *Camera*: Dual – 48MP main + 12MP ultra-wide   🤳 *Selfie*: 12MP TrueDepth   🔋 *Battery*: ~3349mAh, USB-C, supports fast charging   📦 *OS*: iOS 17 (upgradable)   🎨 *Design*: Dynamic Island, matte back, aluminum frame, IP68 water resistance   ⚡ Great for everyday users who want flagship performance with a cleaner design!   #iPhone15 #Apple #DynamicIsland #TechTok #fyp #waterresistant #durability #gamingtest #speedtest ",True,iPhone 15 ,mrdave_ng0,Mr_Dave,23100,203,2000000,364,33200,False,,,
7602328309040418056,2026-02-02T17:56:37,9,MX,96,0,8,13900,i'm Rating Your Phone  - Iphone 15 #fyp #shorts #apple #iphone15 #foryou ,False,,reviews.um,REVIEWS UM,362,21,53700,72,117,False,,,
7604316600296017170,2026-02-08T02:32:14,67,EC,10200,728,46,129000,"El iPhone 15 no es solo un teléfono… es potencia, elegancia y nivel PRO 🔥📱 ✨ Cámara de 48MP para fotos espectaculares ✨ Dynamic Island para una experiencia más inteligente ✨ Chip A16 Bionic súper rápido ✨ USB-C más práctico que nunca ✨ Diseño resistente y moderno Consíguelo en Distri Apple 📍 Emilio Estrada 911 entre Higueras e Ianes 🛡 Garantía de 1 año 🎁 5 obsequios incluidos: cargador completo, mica, estuche y audífonos de cable Calidad, respaldo y confianza en un solo lugar 💎 #DistriApple #iPhone15 #iPhoneEcuador #Guayaquil #TecnologíaPremium ",False,,distriapple.ec,Distri.Apple.ec,199300,2,202000,93,6673,False,,,
7607798527304928530,2026-02-17T11:43:53,49,ZA,6349,56,81,113400,iPhone 15 Still Worth It After 2 Years? #iphone #iphone15 #iphonetips #apple #techtok ,False,Still Worth In 2026?,itsprincemarko,Prince Marko,935000,563,6900000,1373,3951,False,,,
