video_id,video_timestamp,video_duration,video_locationcreated,video_diggcount,video_sharecount,video_commentcount,video_playcount,video_description,video_is_ad,video_stickers,author_username,author_name,author_followercount,author_followingcount,author_heartcount,author_videocount,author_diggcount,author_verified,poi_name,poi_address,poi_city
7165687235726052614,2022-11-14T02:06:19,57,US,3531,31,23,73000,El iPhone 14 Plus es el iPhone que mucha gente estaba esperando porque no necesitan un “Pro Max” pero querían un smartphone grande. #iphone14plus ,False,iPhone 14 Plus,victor_abarca,Victor Abarca,202000,30,4700000,621,62,False,,,
7600959016944045326,2026-01-30T01:23:36,29,US,222,21,9,51900,Big screen. Long battery life. The iPhone 14 plus just makes sense in 2026. #iphone #iphone14 #sustainablefashion #wirelesssource #fyp #viral #iphone14plus,True,,wireless.source,Wireless Source,3218,0,11500,127,63,False,,,
7151247098036440325,2022-10-06T04:11:18,21,CA,25500,573,193,784500,Here’s the new iPhone 14 PLUS! 6.7” and the best battery across the iPhone 14 range! It’s essentially the same size as the 14 Pro Max and replaces the iPhone Mini. Have you been waiting for this one? #iPhone14Plus #iphone14 #apple #tech #technology #viraltech #tiktok ,False,iPhone 14 PLUS,karl_conrad,karlconrad,86700,1,2600000,366,21,False,,,
7592275812989029639,2026-01-06T15:47:50,20,QA,2142,99,70,88100,Réponse à @moickrackvr Apple iphone 14 plus || #techtok #apple #appleiphone #funk #tech ,False,,snapdragon.techh,SnapdragonEdits. 🇵🇭,3274,56,213100,274,11000,False,,,
