video_id,video_timestamp,video_duration,video_locationcreated,video_diggcount,video_sharecount,video_commentcount,video_playcount,video_description,video_is_ad,video_stickers,author_username,author_name,author_followercount,author_followingcount,author_heartcount,author_videocount,author_diggcount,author_verified,poi_name,poi_address,poi_city
7591621097196408072,2026-01-04T21:27:22,26,PE,6812,1558,352,414200,Respuesta a @mr.ricardohuamancajamau0  🍏💯🥰 #13promax #14promax #15promax #16promax #17promax ,False,IPHONE 14 PRO 256 GB ;S/. 1300 SOLES ,smartphonesapplesamart,Smartphones AppleSmart Perú 🥰,161500,4,644100,476,378,False,,,
