video_id,video_timestamp,video_duration,video_locationcreated,video_diggcount,video_sharecount,video_commentcount,video_playcount,video_description,video_is_ad,video_stickers,author_username,author_name,author_followercount,author_followingcount,author_heartcount,author_videocount,author_diggcount,author_verified,poi_name,poi_address,poi_city
7554803678880746782,2025-09-27T16:16:55,16,US,57,6,10,2812,iPhone 16 pro max,False,,iphone16plushype0,iPhone16plushype,992,674,15700,82,10000,False,,,
7575254703320173832,2025-11-21T18:57:13,75,AR,180,37,4,15100,"Hicimos la comparación de cámaras del iPhone 16 Pro Max vs iPhone 17 Pro ¿Realmente se nota el cambio? Selfie, gran angular, zoom, macro y estabilización... los probamos TODOS para ver si vale la pena la diferencia. Decime vos: ¿cuál gana esta comparativa? Te leemos en los comentarios. #iPhone17Pro #iPhone16ProMax #ComparativaiPhone #AppleArgentina #ReviewTech      ",False,,compra.inteligenteok,Compra Inteligente,9183,123,91000,9,25,False,,,
7597247568657009927,2026-01-20T01:20:46,33,PE,477,52,15,35500,iPhone 16 Pro Max 512gb ✈️🫦🔥,False,,almacen.caleta,Almacen Caleta,66500,9,218300,1110,774,False,,,
7423087025793862917,2024-10-07T17:29:01,210,CO,395,9,21,19500,#iphone16 #iphone16promax #reseña #reseñaiphone #reviewiphone ,False,Mi reseña del iPhone 16 pro Max ,iamgeral__,𝓖𝓮𝓻𝓪𝓵 🧿,172000,397,3300000,3745,9279,False,Bogotá,Colombia,
