video_id,video_timestamp,video_duration,video_locationcreated,video_diggcount,video_sharecount,video_commentcount,video_playcount,video_description,video_is_ad,video_stickers,author_username,author_name,author_followercount,author_followingcount,author_heartcount,author_videocount,author_diggcount,author_verified,poi_name,poi_address,poi_city
7600392925557640468,2026-01-28T12:46:21,19,PH,6498,370,148,211800,"•||[Apple Iphone 13 Pro Max, review.😀🔥]||• #AppleIphone13ProMax#specs#rate#phonkcarsedit#antutu ",False,,aaltheeeaaa,𝐀𝐥𝐭𝐡𝐞𝐚🦋l🫦,3740,568,224500,61,1498,False,,,
7581765758217129223,2025-12-09T08:03:25,13,ID,19100,1847,321,1500000,Series 13 yang mana nih ? #promomakanharian #iphone13 #iphonetricks #iphonesolo #iphonejogja ,False,"IPhone 13 pro 🧡
Layar : 6,1 inci OLED 120hz
Chipset : apple A15 Bionic 
Batrei : 3095 mah
Kamera : depan 12 mp , belakang 12 mp triple + lidar


💸 128gb Rp : 6.799.000
💸 256gb Rp : 7.499.000;IPhone 13 pro max 🩵
Layar : 6,7 inci OLED 120hz
Chipset : apple A15 bionic
Batrei : 4352 mah
Kamera : depan 12 mp (truedept) , belakang triple kamera 12mp + lidar


💸 128gb Rp : 7.699.000
💸 256gb Rp : 8.099.000;IPhone 13 💝
Layar : 6,1inc - OLED super retina xdr
Chipset : apple A15 bionic
Batrei : 3227 mAh
Kamera : depan 12mp , belakang 12mp 

💸 128gb Rp : 5.499.000
💸 256gb Rp : 5.899.000",appelteenstore,Appel teen,8252,0,314600,77,3001,False,Surakarta,"Central Java, Indonesia",
7514976043984342278,2025-06-12T08:25:19,17,PE,285500,9514,4002,5200000,"•IPhone 13 Pro Max Is here 🥇. ""Just perfect""... •The iPhone 13 Pro Max was Apple's flagship model, known for its powerful performance and impressive battery life. It features a 6.7-inch Super Retina XDR display with ProMotion, offering an adaptive refresh rate of up to 120 Hz for exceptional smoothness. With a resolution of 2778 x 1284 pixels and a peak brightness of 1200 nits in HDR, it ensures vibrant colors and deep blacks. At its core, Apple's A15 Bionic chip delivers formidable performance. Its 6-core CPU and 5-core GPU, along with a 16-core Neural Engine, ensure the device handles any demanding app or game with ease. The 12 MP Pro camera system is one of its strong suits. It includes a telephoto lens (3x optical zoom), a wide-angle lens with a larger sensor for better light capture, and an ultra-wide-angle lens with autofocus for macro photography. The 12 MP TrueDepth front camera completes the setup. Notable features include Cinematic Mode for videos with adjustable depth of field, Photographic Styles, and Night Mode available across all cameras. It can also record ProRes video up to 4K at 30 fps and HDR video with Dolby Vision up to 4K at 60 fps. The iPhone 13 Pro Max's battery is renowned for its long duration, offering up to 28 hours of video playback. It supports fast charging, as well as MagSafe and Qi wireless charging. In terms of design, it features flat edges and is built with premium materials. It boasts an IP68 rating for water and dust resistance. Its dimensions are 160.8 mm (height), 78.1 mm (width), and 7.65 mm (thickness), weighing 240 grams. In summary, the iPhone 13 Pro Max remains an excellent choice for those seeking a high-performance smartphone with an advanced camera system and long-lasting battery. #iphone #iphone13promax  #iphone13 #iphone13pro #tecnologia #edit #cell #celular #foryoupage #fyp #paratii #car #apple",False,,brunitozzz18,AngeliTo💸  ✓,8875,4,1600000,37,19700,False,,,
7551584031834459422,2025-09-19T00:03:07,60,US,976,56,58,88200,iOS 26 on the iPhone 13 Pro Max is still buttery smooth in 2025 🙌 Premium feel… 120Hz display… 5G chip for gaming Fortnite online with no issues. If you’ve been thinking about upgrading without breaking the bank this is a solid choice 💯 Tap the link in the corner to grab yours on TikTok Shop 🛒📱 #iPh#iPhone13ProMaxS#iOS26h#iPhoneReviewk#TikTokShopFindschTok ,True,iPhone 13 Pro Max 📱🔥,techmarkgaming,Tech Mark Gaming & Reviews,8113,11,430700,192,484,False,,,
