video_id,video_timestamp,video_duration,video_locationcreated,video_diggcount,video_sharecount,video_commentcount,video_playcount,video_description,video_is_ad,video_stickers,author_username,author_name,author_followercount,author_followingcount,author_heartcount,author_videocount,author_diggcount,author_verified,poi_name,poi_address,poi_city
7573738496741985544,2025-11-17T16:53:36,15,PE,6711,1788,401,345500,"iPhone 13 en Promoción por tiempo limitado, no te quedes sin tu equipo pide ahora pide YA! #iphone #iphone13 #lima #provincia #peru ",False,ÚLTIMO MINUTO;IPHONE 13 ;s/700,iphone.pe12,Iphone Perú,4124,0,24800,31,120,False,,,
